affiliation_id,affiliation_name,affiliation_country,affiliation_city
108285621,Pacific International Hospital,Papua New Guinea,Port Moresby
108285695,Perinatal Education Trust,South Africa,Cape Town
108285720,Croatian Metallurgical Society,Croatia,Zagreb
108286183,Non-Timber Forest Products Exchange Programme for South and Southeast Asia,Philippines,Quezon City
108286692,Victoria Heart Vascular,United States,Victoria
108288337,Faculty of Tropical Medicine,Thailand,Nakhon Pathom
108288594,Department of Emergency Medicine,United States,San Francisco
108288750,Department of Medicine,United States,Boston
108289026,Global Alliance to Prevent Prematurity and Stillbirth,United States,Seattle
108290509,Middlemore-General Surgery,New Zealand,Auckland
108290795,National Institute of Malariology and Entomology,Viet Nam,Hanoi
108293094,Criminal Justice Department,United States,Erie
108293156,Dept. of Biobased Materials,South Korea,Daejeon
108293474,Department of Biotechnology,Italy,Verona
108293635,Faculty of Health Sciences,Japan,Ube
108293943,Camden Medical Centre,Singapore,Singapore City
108294549,Medtronic,United States,Minneapolis
108296191,Ateneo de Davao School of Law,Philippines,
108296677,Pondok Indah Hospital,Indonesia,Jakarta
108296963,INERA,Burkina Faso,
108297036,St. Jude Heritage Medical Group,United States,Fullerton
108299155,Department of Epidemiology and Clinical Research,Japan,Kiyose
108300329,Nepal Health Research Council,Nepal,Kathmandu
108300684,Institute of Physics,Switzerland,Zurich
108301167,INCLEN Trust International,India,New Delhi
108301905,Centre Technique Interprofessionnel des Fruits et Légumes,France,Paris
108301911,Caritan Centro,Philippines,Tuguegarao
108301937,Conservation International,Philippines,Manila
108302082,Bellstream Sp. z.o.o.,Poland,Szczecin
108302174,United Nations University-International Institute for Global Health,Malaysia,Kuala Lumpur
108303106,Department of Microbiology,India,Pune
108304156,Children’s Hospital of Philadelphia,United States,Philadelphia
108305015,Hachinohe Station,Japan,Shiogama
108305220,Department of Health Policy,United Kingdom,London
108306735,Department of Pediatric Nephrology,United Kingdom,London
108310229,Department of Biochemistry,India,Faizabad
108312064,Department of Psychiatry,United States,Buffalo
108321616,Korea Ginseng Corporation,South Korea,Daejeon
108321758,Ho-Su Memorial Hospital,,
108321878,National Center for Immunizations and Respiratory Diseases,United States,Atlanta
108323409,Department of Applied Economics,United States,Minneapolis
108323469,Department of Neurosurgery,Netherlands,Rotterdam
108323490,School of Law,United Kingdom,Hatfield
108326529,Aswan Faculty of Medicine,Egypt,Aswan
108329736,Scottish Marine Institute,United Kingdom,Oban
108329864,Marine Spatial Ecology Lab,Australia,Brisbane
108330071,Division of Research,Philippines,Manila
108331065,Graduate Institute of Applied Linguistics,United States,Dallas
108332028,Institute of Infectious Diseases and Epidemiology,Singapore,Singapore City
108333552,Department of Ophthalmology,Japan,Sagamihara
108335371,Public Health Unit,Portugal,Porto
108335766,Department of Medical Research (Central Myanmar),Myanmar,Yangon
108335985,Department of Cardiology,Austria,Graz
108336105,"Department of Pharmacology, Therapeutics and Toxicology",Spain,Barcelona
108337005,Department of Environment and Natural Resources,Philippines,Quezon City
108337757,Faculty of Agricultural Science,China,Zhanjiang
108339854,Centre for Clinical Research,Australia,
108340093,Research Institute of Clinical Medicine,Georgia,Tbilisi
108341175,Department of Endoscopy,Japan,Hiroshima
108341270,Economics and Research Department,United States,
108341273,Central and West Asia Department,,
108341325,Centre Asie du Sud-Est,France,Paris
108341329,Governance,,
108341435,Economics and Research Department,United Kingdom,
108341749,Pacific Department,,
108341788,Industry and Investment NSW,Australia,Wollongbar
108342771,Economic Analysis and Operations Support Division,United Kingdom,
108343735,Institutes of Biomedical Sciences,China,Shanghai
108343784,School of Media and Communication,Australia,Melbourne
108343991,Department of Kidney Development,Japan,Kumamoto
108344001,Department of Information Service and Intelligent Control,China,Shenyang
108344125,Molecular Targets Laboratory,United States,Frederick
108344846,Department of Chemistry,Canada,Edmonton
108345236,University Clinical Center Sarajevo,Bosnia and Herzegovina,Sarajevo
108345334,6th Philippine Human Development Report,,
108345704,Asia Clinic,Hong Kong,Hong Kong
108346002,Institute of Technology and Management of Agricultural Ecosystems,Greece,Volos
108346166,Korea Capital Market Institute,South Korea,Seoul
108349631,Department of Biotechnology,Taiwan,Yung Kung
108350798,House of Pangasinan Studies,Philippines,
108350878,National Centre for Disease Control,India,New Delhi
108351087,College of Medicine,South Korea,Gwangju
108352017,Department of Radiation Oncology,Nigeria,Ibadan
108352020,Centre for Integrative Ecology,Australia,Geelong
108354974,US Military HIV Research Program,United States,Bethesda
108355155,Department of Pediatrics,United States,Memphis
108355698,ILS Hospital,India,Kolkata
108355724,Betty and Guy Beatty Center for Integrated Research,United States,Falls Church
108355956,Hospital de Emergencias José Casimiro Ulloa,Peru,Lima
108356972,Department of Multimedia Communication,Philippines,
108358760,Bauang Private Power Corp,,
108358879,First Gas Power Corporation,,
108363008,Department of Urology,China,Beijing
108363436,St. Vincents Hospital,United States,Jacksonville
108363519,"PDK Projects, Inc.",Canada,Nanaimo
108364503,V.V. Giri National Labour Institute,India,Noida
108366685,"Faculty of Biosciences, Fisheries and Economics",Norway,Tromso
108369464,Primary Children's Medical Center,United States,Salt Lake City
108369491,U.S. Naval Medical Research Unit No. 2,United States,San Francisco
108370944,International Center for Materials Nanoarchitechtonics (WPI-MANA),Japan,Tsukuba
108372091,Department of Computer Science and Information Management,China,Suzhou
108372794,Natural History Museum,United States,Lawrence
108375026,School of Optometry,United States,St. Louis
108377304,Department of Neurology,South Korea,Seoul
108378899,Montefi ore Medical Center,United States,New York
108380863,Mongolia Health Sector Development Program,Australia,
108380876,Turkmenistan Ministry of Melioration and Water Management,,
108381206,Mongolia Health Sector Development Program,Mongolia,
108381924,Department of Environmental and Life Sciences,Japan,Toyohashi
108382182,Department of Entomology,United States,Minneapolis
108382477,Undersecretary for Legal and Legislative Affairs and Attached Agencies,Philippines,Manila
108383249,Department of Mathematics,United States,Berkeley
108383328,Division of Biological and Environmental Sciences and Engineering,Saudi Arabia,Thuwal
108386484,Department of Medicine,Singapore,Singapore City
108386856,School of Medicine,Australia,Brisbane
108391203,Division of Urology,United States,Seattle
108391399,Cleft Palate Clinic,United States,Dayton
108392193,International Laboratory for Institutional Analysis of Economic Reforms,Russian Federation,Moscow
108392749,WHO Immunology Research and Training Centre,Singapore,Singapore City
108392782,Pulmon. Sect.,United States,Chicago
108395756,Philippine Institute of Supply Chain Management,Philippines,Pasig
108396322,Specialist Addiction Unit,United Kingdom,London
108397736,International Emerging Infections Program,Thailand,Nontaburi
108398350,Tam Duc Heart Hospital,Viet Nam,Ho Chi Minh City
108398456,Rahima Moosa Mother and Child Hospital,South Africa,Johannesburg
108398477,Faculty of Medical Sciences,United States,
108400064,Institute of Water Policy,Singapore,Singapore City
108401291,Department of Electrical Engineering,Taiwan,Yung Kung
108403454,Department of Biostatistics and Epidemiology,China,Wuhan
108404513,Aguascalientes,Mexico,
108405031,Department of Pediatrics,United States,Madison
108406060,Center for Evaluation Research and Surveys,United States,
108406223,Narendra Dev University of Agriculture and Technology (NDUAT),India,Faizabad
108406891,Heart Foundation,Australia,Adelaide
108409685,Faculty of Dentistry,Japan,Fukuoka
108409804,Department of Pediatrics,United States,Oklahoma City
108409816,Department of Agronomy,United States,Madison
108418502,Santiago,Chile,Santiago de Chile
108418733,Allwetterzoo Münster,Germany,Munster
108419640,Institute of Socio-Arts and Sciences,Japan,Tokushima
108419958,Division of Epidemiology,United States,Nashville
108420612,3rd People's Hospital of Dalian,China,Dalian
108422993,Sanjeevan Hospital,India,Pune
108423948,Institute of Crop Science,China,Jilin
108424856,Department of Pediatric Otolaryngology,United States,Aurora
108426787,Department of Medical Imaging,Canada,Toronto
108427528,Asia Development Bank,Philippines,Manila
108427997,Epidemiology Consultant,United Kingdom,London
108428356,Consultation and Training Centre,Malaysia,Kuala Lumpur
108429865,Department of Terrestrial Ecology,Netherlands,Wageningen
108430103,AIDS and TB Department,Zimbabwe,Harare
108431022,Nanotronix Technology,Malaysia,Sungai
108431774,Otsuka Pharmaceutical Development and Commercialization,United States,Rockville
108433187,Crop Biotech Institute,South Korea,Seoul
108433346,Department of Cancer Epidemiology,China,Beijing
108433618,School of Sociology and Anthropology,China,Guangzhou
108433988,Department of Pediatrics,Jordan,Amman
108433996,School of Economics,Philippines,Quezon City
108434824,Cancer Prevention Institute of California,United States,Fremont
108435581,Laboratory of Mathematical Bioinformatics,Japan,Kyoto
108440557,College of Resources and Environment Sciences,China,Beijing
108441539,School of Psychology,Australia,Brisbane
108442590,Pensoft Publishers,Bulgaria,Sofia
108442675,Kameoka Municipal Hospital,Japan,Kameoka
108443963,Institute of Applied Biochemistry,Japan,Tsukuba
108445318,National Institute of Biomedical Genomics,India,Kalyani
108446797,Science for Life Laboratory,Sweden,Stockholm
108446870,Department of Plant Medicine,Taiwan,Pingtung
108457953,Department of Chemical Engineering,United States,Tempe
108459242,Hospital Ampang,Malaysia,Ampang
108460429,Graduate School of Sciences,Japan,Fukuoka
108460602,Centre for Medicine Use and Safety,Australia,Melbourne
108468218,Institute of Public Health,Macedonia,Skopje
108469163,Department of Laboratory Medicine and Research Institute of Bacterial Resistance,South Korea,Seoul
108478152,Department of Community Medicine,Nigeria,Ibadan
108478202,Department of Psychology,Italy,Rome
108501235,Department of Neurology,Netherlands,Nijmegen
108501509,Institute of Experimental Biology,Viet Nam,Ho Chi Minh City
108501818,University of Michoacan,Mexico,
108502091,ORSTOM,Philippines,Manila
108502164,Atlas Consolidated Mining and Development Corp.,Philippines,
108502424,Farms and Planting Materials Division,Sri Lanka,
108503501,Department of Chemical Engineering,Japan,Nagoya
108503657,Department of Botany and Plant Pathology,United States,West Lafayette
108503811,School of Biological Sciences,United Kingdom,Brighton
108508113,Centre for Community Medicine,India,New Delhi
108517940,National Cerebral and Cardiovascular Center Research Institute,Japan,Osaka
108518906,Taiwan Stock Exchange,Taiwan,Taipei
108519081,Ministry of Health,Portugal,Porto
108519115,Immunisation Advisory Centre,New Zealand,Auckland
108519434,German Environment Agency,Germany,Dessau-Rosslau
108519437,National Historical Institute,Philippines,
108519483,Fujita Clinic,Japan,Osaka
108521456,Department of Food Science and Technology,China,Shanghai
108521923,Global Medical Communications-Medical Information,United States,Indianapolis
108522187,Technology Management Center,Philippines,Quezon City
108538147,Prevention and Health Unit,France,Lyon
108548251,BREITENFURTER STRASSE 274/2,Austria,Vienna
108559090,Engineering Department in Ferrara,Italy,Ferrara
108559848,National Hospital of Tropical Diseases,Viet Nam,Hanoi
108568112,Clinical Research Branch,United States,Baltimore
108568271,Atmosphere and Ocean Research Institute,Japan,Tokyo
108580207,Asia Division,Japan,Tokyo
108581168,Department of Radiotherapy and Oncology,Malaysia,Bangi
108581698,Respiratory Centre of Excellence,United Kingdom,Brentford
108581737,Department of Chemical Engineering,South Africa,Pretoria
108582094,Department of Endocrinology,Belgium,Ghent
108583344,Eastern Cardiology,United States,Greenville
108598061,View Plastic Surgery Clinic,South Korea,Seoul
108598849,Ministry of Health,Argentina,Salta
108608542,Department of Electrical & Computer Engineering,New Zealand,Christchurch
108608609,College of Rehabilitation Sciences,Philippines,Manila
108610616,CHA University,South Korea,Pocheon
108610650,University of Californi,United States,Berkeley
108610748,Publications of the Scalabrini Migration Center,Philippines,
108611006,International Breast Cancer Research Foundation,United States,Madison
108613024,Center for Advanced Brain Imaging,United States,Atlanta
108613326,Central Department of Biotechnology,Nepal,Kathmandu
108613801,Department of Infectious Disease Epidemiology,United Kingdom,London
108616233,Population Health,Australia,Newcastle
108617438,Department of Mechanical Design Engineering,South Korea,Andong
108617466,Program Pengimejan Diagnostik and Radioterapi,Malaysia,Bangi
108618860,Department of Environmental Sciences,United States,Riverside
108628140,Independent Consultant,United States,Santa Clara
108629396,Department of Anatomy and Cell Biology,Canada,Montreal
108638093,Inwater Research Group Inc.,United States,
108638223,Epilepsy Center,Germany,Kehl
108638286,Zhejiang Agricultural and Forestry University,China,Hangzhou
108639771,Research Centre for Toxic Compounds in the Environment (RECETOX),Czech Republic,Brno
108648012,Department of Food Technology,Thailand,Hatyai
108648047,Department of Materials Engineering,Japan,Tokyo
108657917,ReGenera Research Group,Italy,Milan
108658490,"Ingredients Solutions, Inc",United States,
108658932,National Heart,United States,Framingham
108658984,Supreme Council of Health,Qatar,Doha
108659028,Perkin Elmer,France,Courtaboeuf
108661618,Institute of Plant Science and Resources,Japan,Okayama
108668347,International Society for Neonatal Screening,Netherlands,Bilthoven
108669813,Department of Internal Medicine,Indonesia,Jakarta
108678698,Department of Physics,Japan,Tokyo
108689118,Department of Logistic Management,Thailand,Bangkok
108698664,Yayasan Sabah Group,Malaysia,Kota Kinabalu
108698857,Institute of Health and Society,Norway,Oslo
108699752,Biotechnology and Horticulture Division,Malaysia,Kota Kinabalu
108700032,Graduate School of Science and Engineering,Japan,Mito
108700231,Human Genotyping-CEGEN Unit,Spain,Madrid
108700535,Global Health Division,Australia,Casuarina
108700743,Electrical and Electronics Engineering Institute,Philippines,Quezon City
108708087,Department of Health Sciences,United States,Boston
108718785,Philippine Endemic Species Conservation Project,Philippines,
108720917,Research Center for Biology,Indonesia,Bogor
108729738,Department of Applied Physics,Japan,Fukui
108729832,Department of Surgery,South Korea,Suwon
108730071,Department of Health,South Korea,Gyeongju
108738310,Caja de Compensación Familiar CAFAM,Colombia,Bogota
108738587,Francisco Javier Muñiz Hospital,Argentina,Buenos Aires
108738899,Universidad de la RepblicaFacultad de Medicina,Uruguay,Montevideo
108739625,Dr. Kamakshi Memorial Hospital,India,Chennai
108740964,Department of Special Education,Japan,Matsuyama
108741038,Department of Psychiatry,South Korea,Seoul
108741230,Department of Environmental Toxicology,Poland,Gdańsk
108768497,School of Population Health,United States,
108778240,Department of Neurology,South Korea,Suwon
108778278,Department of Surgical Sciences and Integrated Diagnostics,Italy,Genoa
108787915,BRAC,Bangladesh,Khulna
108790141,National Vector Borne Disease Control Programme,Solomon Islands,London
108790928,Department of Architecture,Japan,Okayama
108791151,Liver Transplantation Program and Department of Diagnostic Radiology,Taiwan,Taoyuan
108798218,School of Public Health,United States,New York
108798333,HUAP-UFF,Brazil,
108808167,Likhaan Center for Women's Health,Philippines,Quezon City
108808341,Max Super Specialty Hospital,India,New Delhi
108808360,Mabini Academy,Philippines,
108810572,Department of Otorhinolaryngology,United Arab Emirates,Dubai
108828150,Diabetic Association Bangladesh,Bangladesh,Dhaka
108838846,Translational Neuroimaging Laboratory,Canada,Verdun
108838955,College of Agriculture,Philippines,Munoz
108888130,Silva Tarouca Research Institute,Czech Republic,Brno
108888448,Manila Observatory,Philippines,Quezon City
108889790,Department of Plant Protection,Iran,Tabriz
108890137,Department of Endocrinology,Bangladesh,Dhaka
108890253,Faculty of Medicine,Taiwan,Taipei
108908193,KfH Pediatric Kidney Center,Germany,Marburg
108908400,People's Hospital,China,Beijing
108908606,Raj Mohani Devi College of Agriculture and Research Station,India,
108917923,Philippine Institute of Tuberculosis,Philippines,Manila
108918794,Vancouver Centre,Canada,Vancouver
108920368,Department of Microbiology,Hong Kong,Shatin
108920495,Department of Anthropology,Japan,Tokyo
108927923,Seoul St. Mary's Hospital,South Korea,Seoul
108928172,Department of Urology,Taiwan,Taipei
108928775,Department of Urology,United States,Boston
108928826,Department of Genetics,United States,Davis
108938469,LLC,United States,Williamsburg
108938808,Dr. Becker Rhein-Sieg-Klinik,Germany,
108939484,Dr. Sardjito Hospital,Indonesia,Yogyakarta
108940162,United Hospital Limited,Bangladesh,Dhaka
108940501,Iranian Anti Tobacco Association,Iran,Tehran
108946195,Department of Obstetrics and Gynecology,Malaysia,Kuala Lumpur
108958128,Seminario Mayor de San Carlos School of Theology,Philippines,Cebu
108958589,Holy Family Hospital,Israel,Nazareth
108959693,School of Global Environmental Sustainability,United States,Fort Collins
108961360,School of Chemistry and Biochemistry,United States,Atlanta
108980516,Institute of Genetics and Developmental Biology,China,Beijing
108989688,Department of Urology,United States,Royal Oak
108989714,Department of Gastroenterology,Japan,Yokohama
109007924,Seoul Education Research and Information Institute,South Korea,Seoul
109009034,Environment and Economics Center for Studies,Philippines,Quezon City
109009315,School of Economics,China,Beijing
109028725,Nordic Genetic Resource Center (NordGen),Sweden,Alnarp
109031704,Forest Science Institute of South Vietnam,Viet Nam,Ho Chi Minh City
109032566,R and D Center,South Korea,
109032813,Division of Botanical Garden,Taiwan,Taipei
109038827,Physiology Research Center,United States,
109041049,Section of Nutrition and Metabolism,France,Lyon
109048280,Department of Radiology,South Korea,Youngdeungpo
109048307,Department of Zoology,India,Bengaluru
109048315,Department of Civil Engineering,Japan,Tokyo
109058206,Ministry of the Environment,Japan,Yamanashi
109059399,Prevention Research Collaboration,Australia,Sydney
109078234,Laboratorio Santa Rosa,Argentina,Santa Rosa
109079938,Universitas Maranatha Faculty of Medicine,Indonesia,Bandung
109080153,National Institute of Public Health,Tunisia,Tunis
109081452,Department of Biology,United States,Hanover
109081702,International Copper Association,China,Shanghai
109081704,School of Public Health,United Kingdom,London
109090656,Department of Global Health and Development,United Kingdom,London
109091128,Department of Aquaculture,Indonesia,Banda Aceh
109091158,Economic Research Institute for ASEAN and East Asia,Indonesia,Jakarta
109099471,Oceans Institute,Australia,Perth
109100528,Department of Internal Medicine,Japan,Niigata
109100583,Institute of Civil Engineering,Philippines,Quezon City
109108061,Department of Geriatrics,United States,Honolulu
109108069,Department of Dermatology,South Korea,Seoul
109108737,Faculty of Nursing and Midwifery,Iran,Tabriz
109109869,Department of Physics,Taiwan,Kaohsiung
109127986,Baptist Neurological Institute,United States,Jacksonville
109129498,Department of Geography,United Kingdom,Cambridge
109129625,New Korea Hospital,South Korea,Kimpo
109129645,Univ. Klin. Cent.,Slovenia,Ljubljana
109138181,Wilfrido Ma. Guerrero's University,,
109158514,"C-Link Micro Imaging, Inc",United States,Los Angeles
109161778,Programa de Biología,Colombia,Bogota
109161818,Bonifacio Global City,Philippines,Quezon City
109168772,Saint James School of Medicine,Anguilla,Lake City
109169800,Faculty of Pharmaceutical Sciences,Japan,Tokushima
109178124,Department of Food Science and Technology,Thailand,Bangkok
109178996,"Department of Civil, Environmental and Architectural Engineering",Italy,Padua
109190428,Ceramics and Metallurgical Department,Philippines,Iligan
109190795,Department of Cardiology,India,New Delhi
109191042,"Outsourcing and Manufacturing Solutions, Inc. (OMSI)",Philippines,Manila
109191757,Agriculture Research Service,United States,"Washington, D.C."
109191785,Department of Biology,Philippines,Baguio City
109191839,Phillips 66 Research Center,United States,Bartlesville
109208109,National Institute of Molecular Biology and Biotechnology,Philippines,
109208454,Philippine Institute of Pure and Applied Chemistry,Philippines,Quezon City
109208543,"Ohta Geo-Research Co., Ltd.",Japan,Nishinomiya
109210537,School of Agriculture,Greece,Thessaloniki
109210680,Department of Medical Microbiology,South Africa,Pretoria
109210707,Environmental Research Institute,Japan,Tokyo
109210992,Office of the Chancellor,Philippines,Los Banos
109218277,Kovai Medical Center and Hospital,India,Coimbatore
109219249,DHT Center Thailand,Thailand,Bangkok
109228529,Comisión Nacional contra las Adicciones,Mexico,Mexico City
109228803,Osteoporosis Treatment Centre,Malaysia,Kuala Lumpur
109228810,Southeast Asian Regional Program Review Group (RPRG),Thailand,Bangkok
109269511,School of Management,China,Guangzhou
109269626,Faculty of Science,Netherlands,Amsterdam
109269900,Department of Plant Breeding,Iran,Isfahan
109278233,International Rice Research Institute (IRRI),Mozambique,Maputo
109278307,Faculty of Health Sciences,Poland,Kielce
109279791,Department of Development Policy and Practice,Netherlands,Amsterdam
109279975,Department of Pediatrics,China,Shanghai
109280195,Disease Biophysics Group,United States,Cambridge
109288116,Jose R. Reyes Memorial Center,Philippines,Manila
109289343,Department of Pneumology,Spain,Barcelona
109289721,Department of Neuroscience,Spain,Badalona
109289776,Department of Infectious Disease Epidemiology,United Kingdom,London
109298662,Chinese National Influenza Center,China,Beijing
109300239,The Key Laboratory of Veterinary Public Health,China,Beijing
109300673,Eye Center,China,Wuhan
109300732,Department of Atmospheric Science,South Korea,Gongju
109307966,Hunan Center for Disease Control and Prevention,China,Changsha
109328037,American Pain and Spine Institute,Philippines,Manila
109328160,"Corazon, Inc.",United States,Pittsburgh
109328219,Inner Mongolia Center for Disease Control and Prevention,China,Hohhot
109338533,Tropical Development and Research Institute,United Kingdom,London
109339257,Acad. Med. Sci.,United States,Moscow
109341478,Hospital Regional de São José dos Campos,Brazil,Sao Jose dos Campos
109346859,Hong Kong Academy of Medicine,Hong Kong,Hong Kong
109347670,CADIME,Spain,Granada
109347705,State University,United States,Brooklyn
109348383,Med. Coll.,Philippines,Rohtak
109352104,Hospital Universitário,Brazil,
109358346,Anterior Segment Division,Saudi Arabia,Riyadh
109364084,Department of Ophthalmology,Philippines,Rohtak
109369879,Department of Electrical and Electronic Engineering,Philippines,Quezon City
109374362,Department of Forest Resources,South Korea,Gongju
109374392,College of Industrial Sciences,South Korea,Gongju
109377977,OpenConnect Systems Inc.,United States,Dallas
109398101,Independent Consultant,Norway,Oslo
109398224,National Center for Disease Control and Public Health,Georgia,Tbilisi
109398374,Ndd Medizintechnik AG,Switzerland,Zurich
109400450,Department of Medicine,United States,Madison
109400892,International Traveling Chair of Dermatologic Surgery,,
109401653,Ministry of Health,Suriname,Paramaribo
109401688,Hospital do Coração,Brazil,Sao Paulo
109401846,Division of Clinical Epidemiology and Aging Research,Germany,Heidelberg
109402978,High School for Environmental Studies,United States,New York
109403093,Asia Center for Air Pollution Research,Japan,Niigata
109404627,Department of Sociology,United States,Ames
109404741,Department of Food Science and Nutrition,South Korea,Busan
109407249,Department of Geosciences and Natural Resource Management,Denmark,Copenhagen
109407264,Management Office for Health Data,Taiwan,Taichung
109407501,Dr. Soebandi Hospital,Indonesia,Jember
109407535,Hospital IV Essalud Huancayo,Peru,Huancayo
109408520,Division of Gastroenterology and Hepatology,Japan,Chiba
109409104,Graduate School of Biotechnology and Crop Biotech Institute,South Korea,Seoul
109409730,Finnish Institute for Health and Welfare,Finland,Helsinki
109409893,Department of Biological Sciences,Germany,Frankfurt am Main
109410534,Analog Devices Philippines Inc.,Philippines,
109412001,Department of Physics and Astronomy,Canada,Peterborough
109412342,Central Chest Institute Muang,Thailand,Nontaburi
109413845,Physical Sciences and Engineering,Saudi Arabia,Thuwal
109414427,Department of Otolaryngology-Head and Neck Surgery,United States,Pittsburgh
109414899,FRSPH,United Kingdom,
109417174,LIFE - Leipzig Research Center for Civilization Diseases,Germany,Leipzig
109422144,Peking Union Medical College,China,Beijing
109423885,Department of Urology,United States,New Hyde Park
109425817,Department of Computer Science,Canada,Saskatoon
109427051,Department of Gastroenterology,Japan,Utsunomiya
109428064,Pamana Ka Sa Pilipinas,Philippines,Cebu
109429028,Comprehensive Cancer Center,China,Chongqing
109429705,Hospital de los Valles,Ecuador,Quito
109429806,Sethathirath Hospital,Laos,Vientiane
109430192,Institute for Lasers,Netherlands,Amsterdam
109430391,Medical Services Administration,Viet Nam,Hanoi
109431504,Hospital Jardim Cuiabá,Brazil,Cuiaba
109431599,City College of San Fernando,Philippines,
109431961,Kampong Cham Provincial Hospital,Cambodia,
109433804,Queensland Alliance for Agriculture and Food Innovation,Australia,Brisbane
109434264,Veterinary Inspection Board,Philippines,Manila
109434603,Infectious Diseases Research Centre,Malaysia,Jalan Pahang
109436166,Department of Aquatic Environment,France,Castanet-Tolosan
109436902,Centre intégré de cancérologie de la Montérégie (CICM),Canada,Greenfield Park
109437633,Anjo Extension Station,Japan,Anjo
109438490,Department of Pediatrics,Canada,Toronto
109448687,National Institute of Epidemiology,India,Chennai
109449046,Denver Botanic Gardens,United States,Denver
109449143,Cardiac and Diabetes Centre North Rhine-Westphalia,Germany,Bochum
109452302,Department of Obstetrics and Gynecology,Taiwan,Taipei
109452862,International Center for Agricultural Research in the Dry Areas (ICARDA),Jordan,Amman
109453403,J.F. Blumenbach Institute of Zoology and Anthropology,Germany,Gottingen
109454037,Institute for Public Health of the Federation of Bosnia and Herzegovina,Bosnia and Herzegovina,Sarajevo
109454053,Syntekabio Inc.,South Korea,Seoul
109454696,College of Computer Studies,Philippines,
109456473,Department of Physical Medicine and Rehabilitation,Philippines,Manila
109456629,Developing Trade Consultants Ltd.,United States,New York
109456641,St. Anne's Hospital,Czech Republic,Brno
109457915,Heart Centre,India,New Delhi
109461101,Barretos Cancer Hospital,Brazil,Barretos
109462502,Ministry of Marine Affairs and Fisheries,Indonesia,Jakarta
109466033,Macha Research Trust,Zambia,
109467644,Department of Neuroradiology,Sweden,Stockholm
109475224,"IDP Consult, Inc",,
109477336,Division of Plastic and Maxillofacial Surgery,United States,Los Angeles
109478824,Cochrane Response,United Kingdom,London
109479092,Isère Cancer Registry,France,Grenoble
109480252,Department of Respiratory Medicine,China,Beijing
109480565,University Children's Clinic,Macedonia,Skopje
109480831,San Carlos University,Philippines,Cebu
109480898,New Guinea Binatang Research Centre,Papua New Guinea,
109482063,National Office for Cancer Prevention and Control,China,Beijing
109482226,Department of Biomedical Sciences,United States,Athens
109483984,Development Research Center of the State Council,China,Beijing
109484288,Aquatic Animal Genetics Research and Development Institute,Thailand,Pathumtani
109486846,Guangdong Provincial Key Laboratory of Marine Resources and Coastal Engineering,China,Guangzhou
109487083,Department of Pharmacology,Malaysia,Kuala Lumpur
109488957,Ministry of Education,Cambodia,Phnom Penh
109489196,Department of Psychology,Australia,Parkville
109489904,Centre National de Transfusion Sanguine,Cote d'Ivoire,Abidjan
109490890,Department of Biomedical Sciences,Thailand,Khon Kaen
109491438,Shandong Provincial Key Laboratory of Animal Biotechnology and Disease Control and Prevention,China,Tai'an
109492952,Department of Medicine,Pakistan,Rawalpindi
109493422,Geography and GeoInformation Science,United States,Fairfax
109493688,Institute of Marine Biochemistry,Viet Nam,Hanoi
109493906,Department of Applied Chemistry,Japan,Kofu
109499136,National Center for Disease Control and Public Health,Georgia,Tbilisi
109500899,Indonesian Center for Rice Research,Indonesia,
109500953,Kapit Hospital,Malaysia,Kapit
109501304,Department of Information Systems and Computer Science,Philippines,Quezon City
109502271,Bioproducts Sciences and Engineering Laboratory,United States,Richland
109502352,Department of Biology,Portugal,Aveiro
109502743,Economies and Research Department,,
109502773,Economics and Research Department of the Asian Development Bank,Philippines,Manila
109503304,Macroeconomics and Finance Research Division,Philippines,Manila
109504211,Miriam College,Philippines,Heights
109507688,Special Treatment Institution,Azerbaijan,Baku
109508145,The International Rice Research Institute,Japan,Tsukuba
109508349,Vestergaard Frandsen East Africa,Kenya,Nairobi
109509641,Department of Neurology,Spain,Tarragona
109509788,Heart + Lung Institute,Canada,Vancouver
109510086,Faculty of Law,Australia,Sydney
109510087,Department of Developmental Disability Neuropsychiatry,Australia,Sydney
109511782,Department of Plant Pathology,United States,Berkeley
109512318,Public Health Laboratory-Ivo de Carneri,Tanzania,"Mkokotoni, Zanzibar"
109513693,Department of Environment and Natural Resources (DENR),Philippines,Quezon City
109514671,Department of Agricultural Economics,United States,Davis
109515086,World Agroforestry Centre (ICRAF),Philippines,Makati
109515305,Department of Obstetrics and Gynecology,South Korea,Seoul
109516974,WWF in Namibia,Namibia,Windhoek
109517112,Father Saturnino Urios University,Philippines,San Francisco
109518422,College of Life and Environmental Sciences,United Kingdom,Exeter
109519159,Department of Infectious Diseases,Singapore,Singapore City
109521482,Department of Chemistry,United Kingdom,Manchester
109521619,Department of Pathobiology and Medical Diagnostics,Malaysia,Kota Kinabalu
109521866,Institute of Crop Cultivation and Tillage,China,Harbin
109521984,Agricultural Research Laboratory,Denmark,Copenhagen
109522489,Department of Dermatology,United States,New York
109522610,Department of Microbiology,Canada,Toronto
109522697,Department of Health Administration,United States,San Marcos
109524528,Department of Life Science,Taiwan,Taipei
109524626,Projeto Dinâmica Biológica de Fragmentos Florestais,Brazil,Manaus
109524722,Department of Plant Pathology,Pakistan,Rawalpindi
109525446,Division of Endocrinology,United States,Boston
109525464,Department of Biology,United States,New York
